report_id,audit_text,entities,category
RPT-1167,Unit 5 showed efficiency losses in HVAC System. Suggested upgrade per Boiler Unit B-07.,Unit 5; HVAC System; Boiler Unit B-07,Maintenance Recommendation
RPT-1168,Routine audit of ISO 50001 confirms adherence to Inverter I-90. No corrective measures required.,Inverter I-90; Control Room; ISO 50001,Safety Compliance
RPT-1169,Performance report of Main Control Panel in Substation Delta aligns with audit benchmarks from IEC 60034 Standard.,Substation Delta; Main Control Panel; IEC 60034 Standard,Energy Efficiency
RPT-1170,Performance report of Boiler Unit B-07 in Zone A aligns with audit benchmarks from HVAC System.,HVAC System; Zone A; Boiler Unit B-07,System Upgrade
RPT-1171,Energy audit suggests that Load Balancer L-55 is outdated. Replacement advised under Load Balancer L-55 guidelines.,Load Balancer L-55; Plant 3,Energy Efficiency
RPT-1172,Zone A showed efficiency losses in IEC 60034 Standard. Suggested upgrade per Inverter I-90.,Inverter I-90; Zone A; IEC 60034 Standard,Regulatory Violation
RPT-1173,Routine audit of Cooling Tower confirms adherence to IEC 60034 Standard. No corrective measures required.,Cooling Tower; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1174,The inspection of ISO 50001 at Control Room revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,Control Room; ISO 50001; Boiler Unit B-07,Maintenance Recommendation
RPT-1175,Energy audit suggests that Load Balancer L-55 is outdated. Replacement advised under ISO 50001 guidelines.,Load Balancer L-55; ISO 50001; Control Room,Maintenance Recommendation
RPT-1176,Routine audit of Main Control Panel confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; Unit 5; Main Control Panel,Regulatory Violation
RPT-1177,Inspection report indicates Power Station Alpha failed operational test at Control Room. Refer to Main Control Panel for compliance.,Power Station Alpha; Control Room; Main Control Panel,Safety Compliance
RPT-1178,Performance report of IEC 60034 Standard in Plant 3 aligns with audit benchmarks from Boiler Unit B-07.,Plant 3; Boiler Unit B-07; IEC 60034 Standard,System Upgrade
RPT-1179,"Audit highlights safety issues in Boiler Unit B-07, violating Boiler Unit B-07. Maintenance is due within 30 days at Zone A.",Zone A; Boiler Unit B-07,System Upgrade
RPT-1180,Routine audit of Power Station Alpha confirms adherence to ISO 50001. No corrective measures required.,Power Station Alpha; Unit 5; ISO 50001,Maintenance Recommendation
RPT-1181,Sector 12 showed efficiency losses in HVAC System. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; HVAC System; Sector 12,System Upgrade
RPT-1182,Inspection report indicates Load Balancer L-55 failed operational test at Substation Delta. Refer to Cooling Tower for compliance.,Load Balancer L-55; Cooling Tower; Substation Delta,Maintenance Recommendation
RPT-1183,The inspection of IEC 60034 Standard at Control Room revealed non-compliance with Load Balancer L-55. Immediate action is recommended to avoid downtime.,Load Balancer L-55; Control Room; IEC 60034 Standard,System Upgrade
RPT-1184,Routine audit of HVAC System confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; HVAC System; Plant 3,Regulatory Violation
RPT-1185,"Audit reveals Boiler Unit B-07 has exceeded permissible limits as per Load Balancer L-55, located in Sector 12.",Load Balancer L-55; Sector 12; Boiler Unit B-07,Maintenance Recommendation
RPT-1186,The inspection of Load Balancer L-55 at Zone A revealed non-compliance with ISO 50001. Immediate action is recommended to avoid downtime.,Load Balancer L-55; Zone A; ISO 50001,System Upgrade
RPT-1187,Control Room showed efficiency losses in Power Station Alpha. Suggested upgrade per Main Control Panel.,Power Station Alpha; Control Room; Main Control Panel,Energy Efficiency
RPT-1188,"Audit highlights safety issues in IEC 60034 Standard, violating HVAC System. Maintenance is due within 30 days at Plant 3.",HVAC System; Plant 3; IEC 60034 Standard,Energy Efficiency
RPT-1189,Inspection report indicates Inverter I-90 failed operational test at Substation Delta. Refer to Transformer T-101 for compliance.,Inverter I-90; Transformer T-101; Substation Delta,Energy Efficiency
RPT-1190,IEC 60034 Standard recommends immediate shutdown of ISO 50001 at Plant 3 due to critical faults.,ISO 50001; Plant 3; IEC 60034 Standard,System Upgrade
RPT-1191,The inspection of ISO 50001 at Unit 5 revealed non-compliance with IEC 60034 Standard. Immediate action is recommended to avoid downtime.,Unit 5; ISO 50001; IEC 60034 Standard,Regulatory Violation
RPT-1192,Energy audit suggests that Cooling Tower is outdated. Replacement advised under Power Station Alpha guidelines.,Power Station Alpha; Unit 5; Cooling Tower,Energy Efficiency
RPT-1193,Performance report of ISO 50001 in Unit 5 aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; Unit 5; ISO 50001,Energy Efficiency
RPT-1194,"Audit highlights safety issues in Boiler Unit B-07, violating Cooling Tower. Maintenance is due within 30 days at Zone A.",Zone A; Cooling Tower; Boiler Unit B-07,Regulatory Violation
RPT-1195,"Audit reveals Main Control Panel has exceeded permissible limits as per Transformer T-101, located in Zone A.",Transformer T-101; Zone A; Main Control Panel,System Upgrade
RPT-1196,Control Room showed efficiency losses in Main Control Panel. Suggested upgrade per Power Station Alpha.,Power Station Alpha; Control Room; Main Control Panel,Maintenance Recommendation
RPT-1197,Plant 3 showed efficiency losses in Load Balancer L-55. Suggested upgrade per HVAC System.,Load Balancer L-55; HVAC System; Plant 3,Maintenance Recommendation
RPT-1198,HVAC System recommends immediate shutdown of Main Control Panel at Substation Delta due to critical faults.,HVAC System; Main Control Panel; Substation Delta,Energy Efficiency
RPT-1199,Performance report of Load Balancer L-55 in Unit 5 aligns with audit benchmarks from Main Control Panel.,Load Balancer L-55; Unit 5; Main Control Panel,System Upgrade
RPT-1200,Unit 5 showed efficiency losses in HVAC System. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; HVAC System; Unit 5,Safety Compliance
RPT-1201,Routine audit of Cooling Tower confirms adherence to IEC 60034 Standard. No corrective measures required.,Control Room; Cooling Tower; IEC 60034 Standard,Regulatory Violation
RPT-1202,"Audit reveals Load Balancer L-55 has exceeded permissible limits as per IEC 60034 Standard, located in Zone A.",Load Balancer L-55; Zone A; IEC 60034 Standard,Maintenance Recommendation
RPT-1203,"Audit highlights safety issues in Transformer T-101, violating Cooling Tower. Maintenance is due within 30 days at Zone A.",Transformer T-101; Zone A; Cooling Tower,System Upgrade
RPT-1204,"Audit highlights safety issues in ISO 50001, violating IEC 60034 Standard. Maintenance is due within 30 days at Sector 12.",Sector 12; ISO 50001; IEC 60034 Standard,Safety Compliance
RPT-1205,HVAC System recommends immediate shutdown of Transformer T-101 at Zone A due to critical faults.,Transformer T-101; HVAC System; Zone A,Maintenance Recommendation
RPT-1206,Sector 12 showed efficiency losses in Cooling Tower. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Sector 12; Cooling Tower,Safety Compliance
RPT-1207,Energy audit suggests that Boiler Unit B-07 is outdated. Replacement advised under ISO 50001 guidelines.,ISO 50001; Plant 3; Boiler Unit B-07,Regulatory Violation
RPT-1208,Energy audit suggests that Cooling Tower is outdated. Replacement advised under Boiler Unit B-07 guidelines.,Cooling Tower; Boiler Unit B-07; Substation Delta,Maintenance Recommendation
RPT-1209,Inspection report indicates Cooling Tower failed operational test at Substation Delta. Refer to Boiler Unit B-07 for compliance.,Cooling Tower; Boiler Unit B-07; Substation Delta,Maintenance Recommendation
RPT-1210,"Audit highlights safety issues in Cooling Tower, violating Load Balancer L-55. Maintenance is due within 30 days at Control Room.",Load Balancer L-55; Cooling Tower; Control Room,System Upgrade
RPT-1211,Zone A showed efficiency losses in Cooling Tower. Suggested upgrade per IEC 60034 Standard.,Zone A; Cooling Tower; IEC 60034 Standard,Regulatory Violation
RPT-1212,Routine audit of Boiler Unit B-07 confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; Zone A; Boiler Unit B-07,Regulatory Violation
RPT-1213,Performance report of Main Control Panel in Zone A aligns with audit benchmarks from Main Control Panel.,Zone A; Main Control Panel,System Upgrade
RPT-1214,Energy audit suggests that IEC 60034 Standard is outdated. Replacement advised under IEC 60034 Standard guidelines.,Control Room; IEC 60034 Standard,Safety Compliance
RPT-1215,HVAC System recommends immediate shutdown of Boiler Unit B-07 at Control Room due to critical faults.,Control Room; HVAC System; Boiler Unit B-07,Regulatory Violation
RPT-1216,Routine audit of Inverter I-90 confirms adherence to Power Station Alpha. No corrective measures required.,Inverter I-90; Power Station Alpha; Plant 3,Safety Compliance
RPT-1217,"Audit reveals Power Station Alpha has exceeded permissible limits as per Power Station Alpha, located in Control Room.",Power Station Alpha; Control Room,Regulatory Violation
RPT-1218,Boiler Unit B-07 recommends immediate shutdown of ISO 50001 at Substation Delta due to critical faults.,ISO 50001; Boiler Unit B-07; Substation Delta,Energy Efficiency
RPT-1219,ISO 50001 recommends immediate shutdown of ISO 50001 at Unit 5 due to critical faults.,Unit 5; ISO 50001,Safety Compliance
RPT-1220,"Audit reveals HVAC System has exceeded permissible limits as per IEC 60034 Standard, located in Substation Delta.",HVAC System; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1221,ISO 50001 recommends immediate shutdown of Cooling Tower at Substation Delta due to critical faults.,Cooling Tower; ISO 50001; Substation Delta,Regulatory Violation
RPT-1222,Performance report of Cooling Tower in Zone A aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; Zone A; Cooling Tower,System Upgrade
RPT-1223,"Audit reveals Transformer T-101 has exceeded permissible limits as per Boiler Unit B-07, located in Plant 3.",Transformer T-101; Plant 3; Boiler Unit B-07,Maintenance Recommendation
RPT-1224,"Audit highlights safety issues in IEC 60034 Standard, violating Inverter I-90. Maintenance is due within 30 days at Substation Delta.",Inverter I-90; Substation Delta; IEC 60034 Standard,Energy Efficiency
RPT-1225,Sector 12 showed efficiency losses in Transformer T-101. Suggested upgrade per Power Station Alpha.,Transformer T-101; Power Station Alpha; Sector 12,Energy Efficiency
RPT-1226,Inspection report indicates HVAC System failed operational test at Unit 5. Refer to Transformer T-101 for compliance.,Transformer T-101; Unit 5; HVAC System,Maintenance Recommendation
RPT-1227,"Audit reveals Cooling Tower has exceeded permissible limits as per HVAC System, located in Control Room.",Control Room; HVAC System; Cooling Tower,System Upgrade
RPT-1228,Zone A showed efficiency losses in Boiler Unit B-07. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Zone A; Boiler Unit B-07,Safety Compliance
RPT-1229,IEC 60034 Standard recommends immediate shutdown of Load Balancer L-55 at Zone A due to critical faults.,Load Balancer L-55; Zone A; IEC 60034 Standard,System Upgrade
RPT-1230,"Audit highlights safety issues in IEC 60034 Standard, violating Power Station Alpha. Maintenance is due within 30 days at Unit 5.",Power Station Alpha; Unit 5; IEC 60034 Standard,Energy Efficiency
RPT-1231,"Audit highlights safety issues in HVAC System, violating ISO 50001. Maintenance is due within 30 days at Control Room.",Control Room; HVAC System; ISO 50001,System Upgrade
RPT-1232,Routine audit of Inverter I-90 confirms adherence to Transformer T-101. No corrective measures required.,Inverter I-90; Control Room; Transformer T-101,System Upgrade
RPT-1233,Inspection report indicates Main Control Panel failed operational test at Substation Delta. Refer to HVAC System for compliance.,HVAC System; Main Control Panel; Substation Delta,Energy Efficiency
RPT-1234,Inspection report indicates Power Station Alpha failed operational test at Unit 5. Refer to Main Control Panel for compliance.,Power Station Alpha; Unit 5; Main Control Panel,Safety Compliance
RPT-1235,HVAC System recommends immediate shutdown of HVAC System at Control Room due to critical faults.,Control Room; HVAC System,Energy Efficiency
RPT-1236,Power Station Alpha at Plant 3 passed quality checks based on standards defined in Boiler Unit B-07.,Power Station Alpha; Plant 3; Boiler Unit B-07,Energy Efficiency
RPT-1237,Inspection report indicates Transformer T-101 failed operational test at Unit 5. Refer to Power Station Alpha for compliance.,Transformer T-101; Unit 5; Power Station Alpha,Maintenance Recommendation
RPT-1238,"Audit reveals Inverter I-90 has exceeded permissible limits as per Power Station Alpha, located in Sector 12.",Inverter I-90; Power Station Alpha; Sector 12,Regulatory Violation
RPT-1239,"Audit reveals Inverter I-90 has exceeded permissible limits as per Boiler Unit B-07, located in Plant 3.",Inverter I-90; Plant 3; Boiler Unit B-07,Maintenance Recommendation
RPT-1240,"Audit highlights safety issues in Cooling Tower, violating Transformer T-101. Maintenance is due within 30 days at Sector 12.",Transformer T-101; Sector 12; Cooling Tower,Safety Compliance
RPT-1241,"Audit highlights safety issues in HVAC System, violating Power Station Alpha. Maintenance is due within 30 days at Zone A.",Power Station Alpha; HVAC System; Zone A,Maintenance Recommendation
RPT-1242,Inspection report indicates HVAC System failed operational test at Plant 3. Refer to Power Station Alpha for compliance.,Power Station Alpha; HVAC System; Plant 3,Energy Efficiency
